X,Y,Name
-84.2019904893069,9.48038022019686,Row1
-84.2019279965972,9.48031926246447,Row1
-84.2018711206848,9.48026145133191,Row1
-84.2018196550243,9.48019910289781,Row1
-84.2017559092017,9.48013268586072,Row1
-84.2017022617913,9.48007149365889,Row1
-84.2016499265881,9.48001795604995,Row1
-84.2015917681015,9.47995358786035,Row1
-84.2015358504455,9.47989025875836,Row1
